item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,apparel_l1_rn,gender_rn,fop_rn
dicks_sporting_goods_shoes_women's shoes_women's slides & sandals_sandals_women's_crocs_crocs adult classic tie dye slides,dicks_sporting_goods,shoes > women's shoes > women's slides & sandals > sandals > women's,Footwear,null,null,Women's,walking,null,2930758.0,403,403,627,6
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_new balance_new balance rush v3 mid lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,null,2925795.0,404,404,1127,8
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_nike_downshifte/b,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers,Footwear,null,null,Women's,tennis,outdoor_soccer,2917390.0,405,405,630,10
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_nike_nike streetgato indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,soccer,indoor_soccer,2895180.0,410,410,1141,2
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_new balance_new balance freezelx v5 mid lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,null,2873965.0,415,415,1156,9
dicks_sporting_goods_shoes_men's shoes_shoe accessories_insoles_sofsole_sof sole men's gel heel cup,dicks_sporting_goods,shoes > men's shoes > shoe accessories > insoles,Footwear,null,null,Men's,golf,cross_training,2869614.0,417,417,1158,1
dicks_sporting_goods_shoes_kids' shoes_sandals_kids' slides & sandals_kids'_dick's sporting goods_dsg kids' water shoes,dicks_sporting_goods,shoes > kids' shoes > sandals > kids' slides & sandals > kids',Footwear,null,null,Kids,outdoor_sandals,null,2845792.0,421,421,293,6
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_nike_nike tiempo legend 10 academy indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,soccer,indoor_soccer,2764527.0,427,427,1195,3
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_jordan kids' preschool jordan 1 mid basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,2756576.0,430,430,303,2
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_dick's sporting goods_dsg kids' preschool eva slip-on shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,walking,null,2748943.0,432,432,304,7
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_jordan kids' grade school air jordan 11 retro basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,2748931.0,433,433,305,3
dicks_sporting_goods_shoes_shoes by sport_mizuno_mizuno women's wave momentum 2 volleyball shoes,dicks_sporting_goods,shoes > shoes by sport,Footwear,null,null,Men's,volleyball,cross_training,2748327.0,434,434,1200,6
dicks_sporting_goods_shoes_shoes by sport_nike_nike hyperace 3 se volleyball shoes,dicks_sporting_goods,shoes > shoes by sport,Footwear,null,null,Men's,volleyball,cross_training,2701867.0,439,439,1221,7
dicks_sporting_goods_shoes_women's shoes_women's slides & sandals_sandals_women's_crocs_crocs adult classic sandal,dicks_sporting_goods,shoes > women's shoes > women's slides & sandals > sandals > women's,Footwear,null,null,Women's,outdoor_sandals,null,2678966.0,446,446,684,7
dicks_sporting_goods_shoes_women's shoes_women's slides & sandals_sandals_women's_birkenstock_birkenstock women's arizona split sandals,dicks_sporting_goods,shoes > women's shoes > women's slides & sandals > sandals > women's,Footwear,null,null,Women's,outdoor_sandals,null,2671426.0,448,448,688,8
dicks_sporting_goods_shoes_women's shoes_women's boots & outdoor_boots_women's boots_on running_on women's cloudhorizon hiking shoes,dicks_sporting_goods,shoes > women's shoes > women's boots & outdoor > boots > women's boots,Footwear,null,null,Women's,slides,null,2667528.0,449,449,690,9
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_nike_nike kids' grade school kyrie 7 basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,2581649.0,460,460,327,4
dicks_sporting_goods_shoes_women's shoes_women's boots & outdoor_boots_women's boots_dr. marten's_dr. martens women's 2976 nappa leather chelsea boots,dicks_sporting_goods,shoes > women's shoes > women's boots & outdoor > boots > women's boots,Footwear,null,null,Women's,walking,null,2573238.0,463,463,711,8
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' baseball & softball cleats_under armour_under armour kids' harper 7 tpu baseball cleats,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' baseball & softball cleats,Footwear,null,null,Kids,baseball,training_other,2571350.0,464,464,329,1
dicks_sporting_goods_shoes_women's shoes_women's slides & sandals_sandals_women's_crocs_crocs classic marbled clogs,dicks_sporting_goods,shoes > women's shoes > women's slides & sandals > sandals > women's,Footwear,null,null,Women's,slides,null,2560539.0,466,466,714,10
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_nike_nike alpha huarache 9 elite mid lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,null,2547855.0,467,467,1276,10
dicks_sporting_goods_shoes_men's shoes_men's cleats_nike_alphamenac/r,dicks_sporting_goods,shoes > men's shoes > men's cleats,Footwear,null,null,Men's,volleyball,outdoor_soccer,2458084.0,478,478,1311,1
dicks_sporting_goods_shoes_men's shoes_men's slides & sandals_sandals_men's_nike_nike men's ultra comfort 3 slides,dicks_sporting_goods,shoes > men's shoes > men's slides & sandals > sandals > men's,Footwear,null,null,Men's,outdoor_sandals,null,2435521.0,480,480,1322,9
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_nike_nike kids' grade school revolution 6 next nature running shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,running,road_running,2435291.0,481,481,351,3
dicks_sporting_goods_shoes_women's shoes_women's casual shoes_casual_women's casual_crocs_crocs classic realtree apx clogs,dicks_sporting_goods,shoes > women's shoes > women's casual shoes > casual > women's casual,Footwear,null,null,Women's,sportswear,sportswear_other,2431360.0,482,482,753,4
dicks_sporting_goods_shoes_men's shoes_men's slides & sandals_sandals_men's_birkenstock_birkenstock men's arizona birko-flor sandals,dicks_sporting_goods,shoes > men's shoes > men's slides & sandals > sandals > men's,Footwear,null,null,Men's,walking,null,2429032.0,483,483,1326,9
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_saucony_saucony kids' preschool dash a/c running shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,running,road_running,2363534.0,492,492,362,4
dicks_sporting_goods_shoes_men's shoes_men's casual shoes_casual_men's casual_columbia_columbia men's pfg bahama vent hightide slip-on boat shoes,dicks_sporting_goods,shoes > men's shoes > men's casual shoes > casual > men's casual,Footwear,null,null,Men's,walking,null,2234443.0,513,513,1413,10
dicks_sporting_goods_shoes_shoes by sport_nike_nike court hyperspeed volleyball shoes,dicks_sporting_goods,shoes > shoes by sport,Footwear,null,null,Men's,volleyball,cross_training,2229784.0,515,515,1416,8
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_nike_nike mercurial zoom vapor 15 academy indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,soccer,indoor_soccer,2187218.0,520,520,1434,4
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' soccer cleats_nike_nike kids' tiempo legend 10 club indoor soccer shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' soccer cleats,Footwear,null,null,Kids,soccer,indoor_soccer,2177988.0,523,523,395,5
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_vans_vans old skool shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Footwear,null,null,Women's,sportswear,sportswear_skateboarding,2177801.0,524,524,843,1
dicks_sporting_goods_shoes_men's shoes_men's slides & sandals_sandals_men's_under armour_under armour men's ansa fix slides,dicks_sporting_goods,shoes > men's shoes > men's slides & sandals > sandals > men's,Footwear,null,null,Men's,outdoor_sandals,null,2154927.0,529,529,1457,10
dicks_sporting_goods_shoes_men's shoes_athletic shoes_men's athletic & sneakers_men's_adidas_adidas men's lite racer adapt 3.0 shoes,dicks_sporting_goods,shoes > men's shoes > athletic shoes > men's athletic & sneakers > men's,Footwear,null,null,Men's,basketball,performance_basketball,2050873.0,555,555,1513,7
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_air jordan 13 retro kids' grade school basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,1958280.0,567,567,432,5
dicks_sporting_goods_athletic clothing_athletic & outdoor accessories_socks_feetures!_feetures elite ultra light no show tab socks,dicks_sporting_goods,athletic clothing > athletic & outdoor accessories > socks,Footwear,null,null,Unisex/Undefined,sportswear,sportswear_running,1893260.0,579,579,91,3
dicks_sporting_goods_shoes_men's shoes_athletic shoes_men's lifestyle sneakers_sneakers_yeezy_yeezy boost 350 v2 sand taupe,dicks_sporting_goods,shoes > men's shoes > athletic shoes > men's lifestyle sneakers > sneakers,Footwear,null,null,Men's,sportswear,sportswear_running,1861008.0,588,588,1638,4
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_new balance_new balance men's rush v2 mid lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,cross_training,1858579.0,589,589,1640,4
dicks_sporting_goods_shoes_shoes by sport_nike_nike women's react hyperset volleyball shoes,dicks_sporting_goods,shoes > shoes by sport,Footwear,null,null,Men's,volleyball,cross_training,1803709.0,598,598,1670,9
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_asics_asics kids' grade school jolt 2 running shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,running,road_running,1783584.0,601,601,460,5
dicks_sporting_goods_shoes_shoes by sport_mizuno_mizuno women's wave momentum 3 volleyball shoes,dicks_sporting_goods,shoes > shoes by sport,Footwear,null,null,Men's,volleyball,cross_training,1781725.0,602,602,1690,10
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_air jordan 11 retro kids' grade school basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,1703781.0,620,620,480,6
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_nike_nike men's streetgato indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,soccer,indoor_soccer,1702399.0,621,621,1756,6
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_jordan kids' grade school luka 2 basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,1667789.0,629,629,489,7
dicks_sporting_goods_athletic clothing_athletic & outdoor accessories_gloves_carhartt_carhartt men's heavyweight force liner gloves,dicks_sporting_goods,athletic clothing > athletic & outdoor accessories > gloves,Footwear,null,null,Men's,sportswear,sportswear_other,1577872.0,653,653,1862,5
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' soccer cleats_adidas_adidas kids' x speedflow.4 messi indoor soccer shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' soccer cleats,Footwear,null,null,Kids,soccer,indoor_soccer,1524439.0,673,673,537,7
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_air jordan 6 retro kids' grade school basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,1520539.0,674,674,539,8
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_under armour_under armour kids' grade school assert 8 running shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,performance_basketball,1482443.0,685,685,552,8
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_jordan kids' grade school air jordan 1 low shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,1476475.0,688,688,553,9
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_nike_nike kids' grade school giannis immortality 2 se basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,signature_basketball,1439116.0,709,709,563,10
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' wrestling shoes_asics_asics kids' snapdown 3 wrestling shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' wrestling shoes,Footwear,null,null,Kids,wrestling,cross_training,1416377.0,716,716,574,2
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' soccer cleats_nike_nike kids' mercurial superfly 7 club indoor soccer shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' soccer cleats,Footwear,null,null,Kids,soccer,indoor_soccer,1409736.0,719,719,576,8
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_adidas_adidas kids' grade school d.o.n. issue #3 basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,performance_basketball,1303990.0,753,753,617,9
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_adidas_adidas x speedportal.3 indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,soccer,indoor_soccer,1283414.0,764,764,2176,9
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_nike_nike tiempo legend 9 academy indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,soccer,indoor_soccer,1280320.0,768,768,2182,10
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_new balance_new balance freezelx v5 low lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,cross_training,1275993.0,769,769,2183,5
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_hoka_hoka kids' grade school speedgoat 5 running shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,running,trail_running,1217224.0,794,794,661,2
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_cheerleading_gk elite_gk women's accent 2.0 cheer shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > cheerleading,Footwear,null,null,Women's,cheer_dance,training_other,1193428.0,806,806,1514,1
dicks_sporting_goods_shoes_women's shoes_women's slides & sandals_sandals_women's_calia_calia women's molded flip flop,dicks_sporting_goods,shoes > women's shoes > women's slides & sandals > sandals > women's,Footwear,null,null,Women's,rugby,null,1158217.0,822,822,1555,9
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_nike_nike women's air force 1 '07 se shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Footwear,null,null,Women's,sportswear,sportswear_basketball,1152874.0,828,828,1561,1
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_dick's sporting goods_dsg kids' grade school pace slip-on shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,training_other,1114318.0,842,842,703,2
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_nike_nike women's huarache shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Footwear,null,null,Women's,basketball,performance_basketball,1097314.0,851,851,1627,10
dicks_sporting_goods_shoes_men's shoes_men's slides & sandals_sandals_men's_nike_nike men's reactx rejuven8 shoe,dicks_sporting_goods,shoes > men's shoes > men's slides & sandals > sandals > men's,Footwear,null,null,Men's,cheer_dance,cross_training,1070809.0,868,868,2503,2
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_nike_nike mercurial zoom superfly 9 academy indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,tennis,indoor_soccer,1043091.0,881,881,2544,5
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_vans_vans knu skool shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Footwear,null,null,Women's,basketball,basketball_other,1042369.0,882,882,1704,1
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' wrestling shoes_rudis_rudis kids' courage wrestling shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' wrestling shoes,Footwear,null,null,Kids,wrestling,outdoor_soccer,1038123.0,885,885,751,1
dicks_sporting_goods_shoes_women's shoes_women's casual shoes_casual_women's casual_birkenstock_birkenstock women's boston vegan clogs,dicks_sporting_goods,shoes > women's shoes > women's casual shoes > casual > women's casual,Footwear,null,null,Women's,sportswear,sportswear_other,1031741.0,889,889,1720,6
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_nike_nike kids' grade school pegasus 40 running shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,running,road_running,1013417.0,897,897,769,6
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' lacrosse cleats_new balance_new balance kids' freeze lx 3.0 lacrosse cleats,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' lacrosse cleats,Footwear,null,null,Kids,lacrosse,cross_training,1012501.0,898,898,770,6
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' wrestling shoes_rudis_rudis kids' colt 2.0 wrestling shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' wrestling shoes,Footwear,null,null,Kids,wrestling,cross_training,966838.0,934,934,810,3
"dicks_sporting_goods_shoes_men's shoes_shoe accessories_shoe & footcare_sofsole_sofsole 45"" flat running laces",dicks_sporting_goods,shoes > men's shoes > shoe accessories > shoe & footcare,Footwear,null,null,Men's,sportswear,sportswear_running,966679.0,935,935,2694,5
dicks_sporting_goods_shoes_women's shoes_women's casual shoes_casual_women's casual_northeast outfitters_northeast outfitters women's cozy cabin big snow flake slippers,dicks_sporting_goods,shoes > women's shoes > women's casual shoes > casual > women's casual,Footwear,null,null,Women's,sportswear,sportswear_outdoor,959257.0,941,941,1831,1
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_new balance_new balance men's rush lx mid lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,training_other,935181.0,958,958,2782,1
dicks_sporting_goods_shoes_kids' shoes_kids' casual footwear_casual_vans_vans kids' grade school old skool shoes,dicks_sporting_goods,shoes > kids' shoes > kids' casual footwear > casual,Footwear,null,null,Kids,sportswear,sportswear_skateboarding,926145.0,967,967,841,2
dicks_sporting_goods_shoes_kids' shoes_kids' casual footwear_casual_vans_vans kids' preschool old skool shoes,dicks_sporting_goods,shoes > kids' shoes > kids' casual footwear > casual,Footwear,null,null,Kids,sportswear,sportswear_skateboarding,925883.0,968,968,842,3
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' wrestling shoes_rudis_rudis kids' jordan burrough jb1 wrestling shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' wrestling shoes,Footwear,null,null,Kids,wrestling,cross_training,919521.0,972,972,851,4
dicks_sporting_goods_shoes_men's shoes_men's slides & sandals_sandals_men's_champion_champion men's ipo squish slides,dicks_sporting_goods,shoes > men's shoes > men's slides & sandals > sandals > men's,Footwear,null,null,Men's,training,training_other,830723.0,1038,1038,3051,2
dicks_sporting_goods_shoes_men's shoes_athletic shoes_men's lifestyle sneakers_sneakers_yeezy_yeezy boost 350 v2 core black/dazzling blue/core black,dicks_sporting_goods,shoes > men's shoes > athletic shoes > men's lifestyle sneakers > sneakers,Footwear,null,null,Men's,sportswear,sportswear_basketball,801674.0,1057,1057,3117,2
dicks_sporting_goods_athletic clothing_athletic & outdoor accessories_socks_nike_nike sneaker sox essential footie sock - 2 pack,dicks_sporting_goods,athletic clothing > athletic & outdoor accessories > socks,Footwear,null,null,Unisex/Undefined,sportswear,sportswear_other,783737.0,1073,1073,203,7
dicks_sporting_goods_shoes_men's shoes_shoe accessories_insoles_actionheat_actionheat adult rechargeable heated insoles,dicks_sporting_goods,shoes > men's shoes > shoe accessories > insoles,Footwear,null,null,Men's,training,training_other,761753.0,1090,1090,3215,3
dicks_sporting_goods_shoes_women's shoes_women's cleats_cleats_women's softball cleats_mizuno_mizuno women's 9-spike advanced finch elite 5 tpu softball cleats,dicks_sporting_goods,shoes > women's shoes > women's cleats > cleats > women's softball cleats,Footwear,null,null,Women's,softball,cross_training,754785.0,1097,1097,2218,4
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_nike_nike alpha huarache 8 pro turf lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,cross_training,742342.0,1108,1108,3268,7
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_cheerleading_gk elite_gk elite women's chase apex cheer shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > cheerleading,Footwear,null,null,Women's,cheer_dance,cross_training,707116.0,1147,1147,2328,3
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_nike_nike alpha huarache 9 varsity turf lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,cross_training,696604.0,1157,1157,3398,8
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's soccer cleats_puma_puma king 21 indoor soccer shoes,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's soccer cleats,Footwear,null,null,Men's,tennis,indoor_soccer,694660.0,1162,1162,3405,6
dicks_sporting_goods_shoes_women's shoes_women's casual shoes_casual_women's casual_hey dude_hey dude women's wendy stretch shoes,dicks_sporting_goods,shoes > women's shoes > women's casual shoes > casual > women's casual,Footwear,null,null,Women's,training,training_other,690723.0,1168,1168,2383,4
dicks_sporting_goods_shoes_men's shoes_shoe accessories_insoles_spenco_spenco ground control low arch insoles,dicks_sporting_goods,shoes > men's shoes > shoe accessories > insoles,Footwear,null,null,Men's,training,training_other,676663.0,1183,1183,3476,5
dicks_sporting_goods_athletic clothing_athletic & outdoor accessories_socks_nike_nike colorsplash tie dye 2 pack crew socks,dicks_sporting_goods,athletic clothing > athletic & outdoor accessories > socks,Footwear,null,null,Unisex/Undefined,sportswear,sportswear_other,675423.0,1185,1185,232,8
dicks_sporting_goods_shoes_men's shoes_men's casual shoes_casual_men's casual_hey dude_hey dude men's wally sport mesh shoe,dicks_sporting_goods,shoes > men's shoes > men's casual shoes > casual > men's casual,Footwear,null,null,Men's,volleyball,training_other,672216.0,1191,1191,3503,1
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's baseball cleats_new balance_new balance women's velo 2 david sunflower seeds turf softball cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's baseball cleats,Footwear,null,null,Men's,baseball,training_other,665319.0,1195,1195,3524,2
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_vans_vans old skool platform shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Footwear,null,null,Women's,training,training_other,653402.0,1208,1208,2469,6
dicks_sporting_goods_shoes_kids' shoes_kids' cleats_cleats_kids' wrestling shoes_asics_asics kids' snapdown 4 wrestling shoes,dicks_sporting_goods,shoes > kids' shoes > kids' cleats > cleats > kids' wrestling shoes,Footwear,null,null,Kids,wrestling,cross_training,652634.0,1209,1209,1123,5
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_under armour_under armour kids' preschool surge rn running shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,running,road_running,635817.0,1225,1225,1147,7
dicks_sporting_goods_shoes_women's shoes_women's boots & outdoor_boots_women's boots_koolaburra_koolaburra by ugg women's short sheepskin boots,dicks_sporting_goods,shoes > women's shoes > women's boots & outdoor > boots > women's boots,Footwear,null,null,Women's,sportswear,sportswear_other,623369.0,1237,1237,2566,9
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_adidas_adidas kids' grade school ultraboost 5.0 dna running shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,running,road_running,623197.0,1239,1239,1162,8
dicks_sporting_goods_shoes_men's shoes_men's cleats_cleats_men's lacrosse cleats_nike_nike alpha huarache 7 varsity mid lacrosse cleats,dicks_sporting_goods,shoes > men's shoes > men's cleats > cleats > men's lacrosse cleats,Footwear,null,null,Men's,lacrosse,cross_training,588018.0,1288,1288,3821,9
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_vans_vans kids' preschool sk8-hi shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,sportswear,sportswear_skateboarding,577768.0,1303,1303,1237,4
dicks_sporting_goods_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_nike_nike women's blazer low vintage shoes,dicks_sporting_goods,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Footwear,null,null,Women's,tennis,training_other,575377.0,1305,1305,2706,3
"dicks_sporting_goods_shoes_men's shoes_cleats_men's cleats_replacement cleats_champ_champ 3/16"" needle track spikes - 14 pack",dicks_sporting_goods,shoes > men's shoes > cleats > men's cleats > replacement cleats,Footwear,null,null,Men's,wrestling,outdoor_soccer,567074.0,1316,1316,3918,2
dicks_sporting_goods_shoes_kids' shoes_athletic shoes_kids' athletic & sneakers_jordan_jordan kids' grade school why not zer0.6 basketball shoes,dicks_sporting_goods,shoes > kids' shoes > athletic shoes > kids' athletic & sneakers,Footwear,null,null,Kids,basketball,training_other,548766.0,1340,1340,1277,3
